ICD9	ICD9.String	PheCode	Phenotype	ICD9Nodots
564.81	Neurogenic bowel	564	Functional digestive disorders	56481
564.89	Other functional disorders of intestine	564	Functional digestive disorders	56489
564.9	Unspecified functional disorder of intestine	564	Functional digestive disorders	5649
565	Anal fissure and fistula	565	Anal and rectal conditions	565
565.0	Anal fissure	565	Anal and rectal conditions	5650
565.1	Anal fistula	565	Anal and rectal conditions	5651
566	Abscess of anal and rectal regions	565	Anal and rectal conditions	566
566.0	Abscess of anal and rectal regions **	565	Anal and rectal conditions	5660
567	Peritonitis and retroperitoneal infections	567	Peritonitis and retroperitoneal infections	567
567.0	Peritonitis in infectious diseases classified elsewhere	567	Peritonitis and retroperitoneal infections	5670
567.1	Pneumococcal peritonitis	567	Peritonitis and retroperitoneal infections	5671
567.2	Other suppurative peritonitis	567	Peritonitis and retroperitoneal infections	5672
567.21	Peritonitis (acute) generalized	567	Peritonitis and retroperitoneal infections	56721
567.22	Peritoneal abscess	567	Peritonitis and retroperitoneal infections	56722
567.23	Spontaneous bacterial peritonitis	567	Peritonitis and retroperitoneal infections	56723
567.29	Other suppurative peritonitis	567	Peritonitis and retroperitoneal infections	56729
567.3	Retroperitoneal infections	567	Peritonitis and retroperitoneal infections	5673
567.31	Psoas muscle abscess	712	Infective connective tissue disorders	56731
567.38	Other retroperitoneal abscess	567	Peritonitis and retroperitoneal infections	56738
567.39	Other retroperitoneal infections	567	Peritonitis and retroperitoneal infections	56739
567.8	Other specified peritonitis	567	Peritonitis and retroperitoneal infections	5678
567.81	Choleperitonitis	567	Peritonitis and retroperitoneal infections	56781
567.82	Sclerosing mesenteritis	567	Peritonitis and retroperitoneal infections	56782
567.89	Other specified peritonitis	567	Peritonitis and retroperitoneal infections	56789
567.9	Peritonitis NOS	567	Peritonitis and retroperitoneal infections	5679
568	Other disorders of peritoneum	568	Other disorders of peritoneum	568
568.0	Peritoneal adhesions (postoperative) (postinfection)	568.1	Peritoneal adhesions (postoperative) (postinfection)	5680
568.8	Other specified disorders of peritoneum	568	Other disorders of peritoneum	5688
568.81	Hemoperitoneum (nontraumatic)	568	Other disorders of peritoneum	56881
568.82	Peritoneal effusion (chronic)	568	Other disorders of peritoneum	56882
568.89	Other specified disorders of peritoneum	568	Other disorders of peritoneum	56889
568.9	Unspecified disorder of peritoneum	568	Other disorders of peritoneum	5689
569	Other disorders of intestine	569	Other disorders of intestine	569
569.0	Anal and rectal polyp	565.1	Anal and rectal polyp	5690
569.1	Rectal prolapse	565	Anal and rectal conditions	5691
569.2	Stenosis of rectum and anus	565	Anal and rectal conditions	5692
569.3	Hemorrhage of rectum and anus	578.8	Hemorrhage of rectum and anus	5693
569.4	Other specified disorders of rectum and anus	565	Anal and rectal conditions	5694
569.41	Ulcer of anus and rectum	556	Ulceration of the lower GI tract	56941
569.42	Anal or rectal pain	565	Anal and rectal conditions	56942
569.43	Anal sphincter tear (healed) (old)	565	Anal and rectal conditions	56943
569.44	Dysplasia of anus	565	Anal and rectal conditions	56944
569.49	Other specified disorders of rectum and anus	565	Anal and rectal conditions	56949
569.5	Abscess of intestine	567	Peritonitis and retroperitoneal infections	5695
569.6	Colostomy and enterostomy complications	569.2	Gastrointestinal complications	5696
569.60	Colostomy and enterostomy complication, unspecified	853	Complication of colostomy or enterostomy	56960
569.61	Infection of colostomy or enterostomy	853	Complication of colostomy or enterostomy	56961
569.62	Mechanical complication of colostomy and enterostomy	536.7	Complications of gastrostomy, colostomy and enterostomy	56962
569.69	Other complication of colostomy and enterostomy	853	Complication of colostomy or enterostomy	56969
569.7	Complications of intestinal pouch (ADDED)	569.2	Gastrointestinal complications	5697
569.71	Pouchitis (ADDED)	569.2	Gastrointestinal complications	56971
569.79	Other complications of intestinal pouch (ADDED)	569.2	Gastrointestinal complications	56979
569.8	Other specified disorders of intestine	569	Other disorders of intestine	5698
569.81	Fistula of intestine, excluding rectum and anus	569	Other disorders of intestine	56981
569.82	Ulceration of intestine	556.1	Ulceration of intestine	56982
569.83	Perforation of intestine	569	Other disorders of intestine	56983
569.84	Angiodysplasia of intestine (without mention of hemorrhage)	556.11	Angiodysplasia of intestine (without mention of hemorrhage)	56984
569.85	Angiodysplasia of intestine with hemorrhage	556.11	Angiodysplasia of intestine (without mention of hemorrhage)	56985
569.86	Dieulafoy lesion (hemorrhagic) of intestine	556.1	Ulceration of intestine	56986
569.87	Vomiting of fecal matter (ADDED)	569	Other disorders of intestine	56987
569.89	Other specified disorders of intestines	569	Other disorders of intestine	56989
569.9	Unspecified disorder of intestine	569	Other disorders of intestine	5699
570	Acute and subacute necrosis of liver	573.4	Acute and subacute necrosis of liver	570
570.0	Acute and subacute necrosis of liver **	573.4	Acute and subacute necrosis of liver	5700
571	Chronic liver disease and cirrhosis	571	Chronic liver disease and cirrhosis	571
571.0	Alcoholic fatty liver	317.11	Alcoholic liver damage	5710
571.1	Acute alcoholic hepatitis	317.11	Alcoholic liver damage	5711
571.2	Alcoholic cirrhosis of liver	317.11	Alcoholic liver damage	5712
571.3	Alcoholic liver damage NOS	317.11	Alcoholic liver damage	5713
571.4	Chronic hepatitis	070.4	Chronic hepatitis	5714
571.40	Chronic hepatitis NOS	070.4	Chronic hepatitis	57140
571.41	Chronic persistent hepatitis	070.4	Chronic hepatitis	57141
571.42	Autoimmune hepatitis	070.4	Chronic hepatitis	57142
571.49	Other chronic hepatitis	070.4	Chronic hepatitis	57149
571.5	Cirrhosis of liver without mention of alcohol	571.51	Cirrhosis of liver without mention of alcohol	5715
571.6	Biliary cirrhosis	571.6	Primary biliary cirrhosis	5716
571.8	Other chronic nonalcoholic liver disease	571.5	Other chronic nonalcoholic liver disease	5718
571.9	Unspecified chronic liver disease without mention of alcohol	571.5	Other chronic nonalcoholic liver disease	5719
572	Liver abscess and sequelae of chronic liver disease	571.8	Liver abscess and sequelae of chronic liver disease	572
572.0	Abscess of liver	571.8	Liver abscess and sequelae of chronic liver disease	5720
572.1	Portal pyemia	571.8	Liver abscess and sequelae of chronic liver disease	5721
572.2	Hepatic encephalopathy	571.8	Liver abscess and sequelae of chronic liver disease	5722
572.3	Portal hypertension	571.81	Portal hypertension	5723
572.4	Hepatorenal syndrome	571.8	Liver abscess and sequelae of chronic liver disease	5724
572.8	Other sequelae of chronic liver disease	571.8	Liver abscess and sequelae of chronic liver disease	5728
573	Other disorders of liver	573	Other disorders of liver	573
573.0	Chronic passive congestion of liver	573.1	Chronic passive congestion of liver	5730
573.1	Hepatitis in viral diseases classified elsewhere	070	Viral hepatitis	5731
573.2	Hepatitis in other infectious diseases classified elsewhere	070	Viral hepatitis	5732
573.3	Hepatitis NOS	070.9	Hepatitis NOS	5733
573.4	Hepatic infarction	573	Other disorders of liver	5734
573.5	Hepatopulmonary syndrome	573	Other disorders of liver	5735
573.8	Other specified disorders of liver	573	Other disorders of liver	5738
573.9	Unspecified disorder of liver	573	Other disorders of liver	5739
574	Cholelithiasis	574	Cholelithiasis and cholecystitis	574
574.0	Calculus of gallbladder with acute cholecystitis	574.11	Cholelithiasis with acute cholecystitis	5740
574.00	Calculus of gallbladder with acute cholecystitis, without mention of obstruction	574.11	Cholelithiasis with acute cholecystitis	57400
574.01	Calculus of gallbladder with acute cholecystitis, with obstruction	574.11	Cholelithiasis with acute cholecystitis	57401
574.1	Calculus of gallbladder with other cholecystitis	574.12	Cholelithiasis with other cholecystitis	5741
574.10	Calculus of gallbladder with other cholecystitis, without mention of obstruction	574.12	Cholelithiasis with other cholecystitis	57410
574.11	Calculus of gallbladder with other cholecystitis, with obstruction	574.12	Cholelithiasis with other cholecystitis	57411
574.2	Calculus of gallbladder without mention of cholecystitis	574.1	Cholelithiasis	5742
574.20	Calculus of gallbladder without mention of cholecystitis, without mention of obstruction	574.1	Cholelithiasis	57420
574.21	Calculus of gallbladder without mention of cholecystitis, with obstruction	574.1	Cholelithiasis	57421
574.3	Calculus of bile duct with acute cholecystitis	574.2	Calculus of bile duct	5743
574.30	Calculus of bile duct with acute cholecystitis without mention of obstruction	574.2	Calculus of bile duct	57430
574.31	Calculus of bile duct with acute cholecystitis, with obstruction	574.2	Calculus of bile duct	57431
574.4	Calculus of bile duct with other cholecystitis	574.2	Calculus of bile duct	5744
574.40	Calculus of bile duct with other cholecystitis, without mention of obstruction	574.2	Calculus of bile duct	57440
574.41	Calculus of bile duct with other cholecystitis, with obstruction	574.2	Calculus of bile duct	57441
574.5	Calculus of bile duct without mention of cholecystitis	574.2	Calculus of bile duct	5745
574.50	Calculus of bile duct without mention of cholecystitis, without mention of obstruction	574.2	Calculus of bile duct	57450
574.51	Calculus of bile duct without mention of cholecystitis, with obstruction	574.2	Calculus of bile duct	57451
574.6	Calculus of gallbladder and bile duct with acute cholecystitis	574.2	Calculus of bile duct	5746
574.60	Calculus of gallbladder and bile duct with acute cholecystitis, without mention of obstruction	574.2	Calculus of bile duct	57460
574.61	Calculus of gallbladder and bile duct with acute cholecystitis, with obstruction	574.2	Calculus of bile duct	57461
574.7	Calculus of gallbladder and bile duct with other cholecystitis	574.2	Calculus of bile duct	5747
574.70	Calculus of gallbladder and bile duct with other cholecystitis, without mention of obstruction	574.2	Calculus of bile duct	57470
574.71	Calculus of gallbladder and bile duct with other cholecystitis, with obstruction	574.2	Calculus of bile duct	57471
574.8	Calculus of gallbladder and bile duct with acute and chronic cholecystitis	574.2	Calculus of bile duct	5748
574.80	Calculus of gallbladder and bile duct with acute and chronic cholecystitis, without mention of obstruction	574.2	Calculus of bile duct	57480
574.81	Calculus of gallbladder and bile duct with acute and chronic cholecystitis, with obstruction	574.2	Calculus of bile duct	57481
574.9	Calculus of gallbladder and bile duct without cholecystitis	574.2	Calculus of bile duct	5749
574.90	Calculus of gallbladder and bile duct without cholecystitis, without mention of obstruction	574.2	Calculus of bile duct	57490
574.91	Calculus of gallbladder and bile duct without cholecystitis, with obstruction	574.2	Calculus of bile duct	57491
575	Other disorders of gallbladder	575	Other biliary tract disease	575
575.0	Acute cholecystitis	574.3	Cholecystitis without cholelithiasis	5750
575.1	Other cholecystitis	574.3	Cholecystitis without cholelithiasis	5751
575.10	Cholecystitis NOS	574.3	Cholecystitis without cholelithiasis	57510
575.11	Chronic cholecystitis	574.3	Cholecystitis without cholelithiasis	57511
575.12	Acute and chronic cholecystitis	574.3	Cholecystitis without cholelithiasis	57512
575.2	Obstruction of gallbladder	575.7	Other disorders of gallbladder	5752
575.3	Hydrops of gallbladder	575.7	Other disorders of gallbladder	5753
575.4	Perforation of gallbladder	575.7	Other disorders of gallbladder	5754
575.5	Fistula of gallbladder	575.7	Other disorders of gallbladder	5755
575.6	Cholesterolosis of gallbladder	575.6	Cholesterolosis of gallbladder	5756
575.8	Other specified disorders of gallbladder	575.7	Other disorders of gallbladder	5758
575.9	Unspecified disorder of gallbladder	575.7	Other disorders of gallbladder	5759
576	Other disorders of biliary tract	575.8	Other disorders of biliary tract	576
576.0	Postcholecystectomy syndrome	575.8	Other disorders of biliary tract	5760
576.1	Cholangitis	575.1	Cholangitis	5761
576.2	Obstruction of bile duct	575.2	Obstruction of bile duct	5762
576.3	Perforation of bile duct	575.8	Other disorders of biliary tract	5763
576.4	Fistula of bile duct	575.8	Other disorders of biliary tract	5764
576.5	Spasm of sphincter of Oddi	575.8	Other disorders of biliary tract	5765
576.8	Other specified disorders of biliary tract	575.8	Other disorders of biliary tract	5768
576.9	Unspecified disorder of biliary tract	575.8	Other disorders of biliary tract	5769
577	Diseases of pancreas	577	Diseases of pancreas	577
577.0	Acute pancreatitis	577.1	Acute pancreatitis	5770
577.1	Chronic pancreatitis	577.2	Chronic pancreatitis	5771
577.2	Cyst and pseudocyst of pancreas	577.3	Cyst and pseudocyst of pancreas	5772
577.8	Other specified diseases of pancreas	577	Diseases of pancreas	5778
577.9	Pancreatic disease NOS	577	Diseases of pancreas	5779
578	Gastrointestinal hemorrhage	578	Gastrointestinal hemorrhage	578
578.0	Hematemesis	578.1	Hematemesis	5780
578.1	Blood in stool	578.2	Blood in stool	5781
578.9	Hemorrhage of gastrointestinal tract NOS	578.9	Hemorrhage of gastrointestinal tract	5789
579	Intestinal malabsorption	557	Intestinal malabsorption (non-celiac)	579
579.0	Celiac disease	557.1	Celiac disease	5790
579.1	Tropical sprue	557.1	Celiac disease	5791
579.2	Blind loop syndrome	557	Intestinal malabsorption (non-celiac)	5792
579.3	Other and unspecified postsurgical nonabsorption	569.2	Gastrointestinal complications	5793
579.4	Pancreatic steatorrhea	577	Diseases of pancreas	5794
579.8	Other specified intestinal malabsorption	557	Intestinal malabsorption (non-celiac)	5798
579.9	Unspecified intestinal malabsorption	557	Intestinal malabsorption (non-celiac)	5799
580	Acute glomerulonephritis	580	Nephritis; nephrosis; renal sclerosis	580
580.0	Acute glomerulonephritis with lesion of proliferative glomerulonephritis	580.11	Proliferative glomerulonephritis	5800
